tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
80972	Amphiprion ocellaris	111571582	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		23	NC_072788.1	5989517	6003819	plus	10		
591936	Piliocolobus tephrosceles	111551597	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	LOW QUALITY PROTEIN: ribonucleoside-diphosphate reductase subunit M2 B		7	NC_045440.1	105575362	105610261	minus	9		
591936	Piliocolobus tephrosceles	111530019	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		20	NC_045453.1	19489507	19493228	minus	2		
591936	Piliocolobus tephrosceles	111527066	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		16	NC_045449.1	7496579	7525084	plus	11		
591936	Piliocolobus tephrosceles	111525529	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		5	NC_045438.1	36869159	36885938	minus	3		
9749	Delphinapterus leucas	111185754	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_022098035.1	11013167	11024656	plus	10		
9749	Delphinapterus leucas	111180369	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_022098001.1	7376312	7413868	plus	9		
9749	Delphinapterus leucas	111170178	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		Un	NW_022098028.1	14133864	14136849	plus	3		
9749	Delphinapterus leucas	111166220	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_022098072.1	45544415	45561836	minus	3		
391180	Enhydra lutris kenyoni	111147607	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_019154101.1	31813185	31826417	minus	3		
80966	Acanthochromis polyacanthus	110962795	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		5	NC_067117.1	28999166	29002162	plus	2		
80966	Acanthochromis polyacanthus	110962481	0	live	rrm2b		ribonucleotide reductase M2 b	ribonucleoside-diphosphate reductase subunit M2 B|ribonucleotide reductase regulatory TP53 inducible subunit M2B		11	NC_067123.1	34164829	34170730	plus	9		
80966	Acanthochromis polyacanthus	110958486	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		15	NC_067127.1	4616135	4630281	plus	3		
80966	Acanthochromis polyacanthus	110951105	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		23	NC_067135.1	6382990	6399351	plus	12		
29088	Neomonachus schauinslandi	110584542	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		15	NC_058417.1	2507774	2519193	plus	10		
29088	Neomonachus schauinslandi	110583072	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		8	NC_058410.1	26806664	26820562	plus	3		
29088	Neomonachus schauinslandi	110579694	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		10	NC_058412.1	124389924	124392736	minus	2		
29088	Neomonachus schauinslandi	110578733	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		4	NC_058406.1	153301503	153336037	minus	9		
10047	Meriones unguiculatus	110556931	0	live	Rrm2b		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		8	NC_083356.1	63138864	63165930	plus	10		
10047	Meriones unguiculatus	110555126	0	live	Wrap53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		11	NC_083359.1	2528374	2543909	plus	10		
10047	Meriones unguiculatus	110549205	0	live	Tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		4	NC_083352.1	113886612	113889770	plus	2		
10047	Meriones unguiculatus	110542337	0	live	Perp		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		20	NC_083367.1	20043289	20055753	plus	3		
299123	Lonchura striata domestica	110480310	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_021819125.1	236077	247146	plus	9		
299123	Lonchura striata domestica	110476150	0	live	TP53RK	RLOC_00014338	TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		20	NC_042585.1	14562976	14564988	minus	2		
299123	Lonchura striata domestica	110470079	0	live	RRM2B	RLOC_00007704	ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B|Ribonucleoside-diphosphate reductase subunit M2 B		2	NC_042567.1	131365025	131385841	minus	9		
10093	Mus pahari	110338232	0	live	Perp		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		21	NC_034610.1	42441527	42453616	plus	3		
10093	Mus pahari	110334944	0	live	Rrm2b		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		17	NC_034606.1	4918962	4952530	minus	10		
10093	Mus pahari	110332151	0	live	Wrap53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		14	NC_034603.1	37405876	37421729	minus	10		
10093	Mus pahari	110319008	0	live	Tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		3	NC_034592.1	147800831	147803064	minus	2		
10089	Mus caroli	110310656	0	live	Rrm2b		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		15	NC_034584.1	32785511	32819542	minus	9		
10089	Mus caroli	110305299	0	live	Wrap53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		11	NC_034580.1	64297839	64315411	minus	10		
10089	Mus caroli	110303358	0	live	Perp		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		10	NC_034579.1	14939603	14951586	plus	3		
38626	Phascolarctos cinereus	110199070	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_018344198.1	417499	438116	minus	3		
38626	Phascolarctos cinereus	110196375	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_018343959.1	9718137	9751361	minus	10		
38626	Phascolarctos cinereus	110194236	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_018344119.1	5526219	5534790	minus	10		
150288	Boleophthalmus pectinirostris	110170235	0	live	tp53rk	NL108_005991	TP53 regulating kinase	LOW QUALITY PROTEIN: EKC/KEOPS complex subunit TP53RK		Un	NW_026571299.1	43507421	43508405	plus	2		
150288	Boleophthalmus pectinirostris	110167389	0	live	rrm2b	NL108_005309	ribonucleotide reductase M2 b	ribonucleoside-diphosphate reductase subunit M2 B|ribonucleotide reductase regulatory TP53 inducible subunit M2B		Un	NW_026571175.1	20406727	20410333	plus	9		
150288	Boleophthalmus pectinirostris	110163889	0	live	wrap53	NL108_018087	WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_026571153.1	29329238	29340714	plus	11		
150288	Boleophthalmus pectinirostris	110156937	0	live	perp	NL108_006253	p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_026571404.1	24022748	24026416	plus	3		
9874	Odocoileus virginianus	110136956	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_018333673.1	14859	29212	minus	3		
9874	Odocoileus virginianus	110125059	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_018338743.1	464940	495408	minus	8		
9874	Odocoileus virginianus	110121762	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_018337565.1	983447	994516	minus	10		
43700	Monopterus albus	109971929	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_018128118.1	67072	79093	plus	13		
43700	Monopterus albus	109959574	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_018127883.1	3315252	3325775	minus	3		
43700	Monopterus albus	109958595	0	live	rrm2b		ribonucleotide reductase M2 b	ribonucleoside-diphosphate reductase subunit M2 B|ribonucleotide reductase regulatory TP53 inducible subunit M2B		Un	NW_018127914.1	775861	780415	plus	9		
259920	Rhincodon typus	109919466	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		19	NC_063350.1	11451074	11457686	minus	3		
259920	Rhincodon typus	109914028	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		45	NC_063376.1	2480251	2510648	minus	12		
51338	Castor canadensis	109696385	0	live	Perp		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017871820.1	418013	431414	plus	3		
51338	Castor canadensis	109695860	0	live	Rrm2b		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_017871733.1	379106	421713	plus	12		
51338	Castor canadensis	109674208	0	live	Wrap53		WD repeat containing antisense to TP53	LOW QUALITY PROTEIN: telomerase Cajal body protein 1|telomerase Cajal body protein 1		Un	NW_017869770.1	733981	747683	plus	10		
8255	Paralichthys olivaceus	109644160	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017860916.1	10171	19619	minus	3		
8255	Paralichthys olivaceus	109639704	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_017859702.1	549085	562047	plus	11		
8255	Paralichthys olivaceus	109638772	0	live	rrm2b		ribonucleotide reductase M2 b	ribonucleoside-diphosphate reductase subunit M2 B|ribonucleotide reductase regulatory TP53 inducible subunit M2B		Un	NW_017859685.1	2022957	2027276	minus	10		
9915	Bos indicus	109568552	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		14	NC_032663.1	60378065	60415445	plus	12		
109280	Hippocampus comes	109515097	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_017805156.1	301235	312014	plus	13		
109280	Hippocampus comes	109510030	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017842054.1	389817	395827	minus	4		
186990	Hipposideros armiger	109394671	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_017731781.1	16739	28266	minus	10		
186990	Hipposideros armiger	109385616	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017731470.1	2342182	2358468	minus	3		
186990	Hipposideros armiger	109374753	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_017732210.1	748577	785393	plus	8		
8502	Crocodylus porosus	109321111	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_017728886.1	235924227	235949275	minus	8		
8502	Crocodylus porosus	109320183	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017728943.1	129377193	129396268	plus	3		
94835	Gavialis gangeticus	109304629	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017729034.1	92723296	92747720	plus	4		
94835	Gavialis gangeticus	109298956	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_017728992.1	163279916	163314204	minus	8		
9691	Panthera pardus	109277987	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_026527002.1	47536851	47571982	minus	9		
9691	Panthera pardus	109272324	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		Un	NW_026526821.1	14433637	14436736	plus	2		
9691	Panthera pardus	109249866	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_026526732.1	27461542	27477291	plus	3		
9691	Panthera pardus	109245931	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_026526876.1	10286511	10298439	minus	10		
7962	Cyprinus carpio	109082269	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		B11	NC_056607.1	3094679	3096773	plus	2		
113540	Scleropages formosus	108936458	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		24	NC_041829.1	7924897	7927278	plus	2		
113540	Scleropages formosus	108932881	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		4	NC_041809.1	5767986	5779817	plus	3		
113540	Scleropages formosus	108929733	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		13	NC_041818.1	14201325	14213504	minus	12		
113540	Scleropages formosus	108919262	0	live	rrm2b		ribonucleotide reductase M2 b	ribonucleoside-diphosphate reductase subunit M2 B|ribonucleotide reductase regulatory TP53 inducible subunit M2B		23	NC_041828.1	16650960	16655321	plus	10		
125878	Nanorana parkeri	108801782	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_017308761.1	20133	31251	minus	10		
125878	Nanorana parkeri	108795153	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_017307208.1	152953	170184	plus	3		
125878	Nanorana parkeri	108789065	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_017306284.1	2453009	2464997	minus	9		
61621	Rhinopithecus bieti	108520195	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	LOW QUALITY PROTEIN: ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_016820098.1	1121077	1154384	plus	9		
61621	Rhinopithecus bieti	108514362	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_016814433.1	3168848	3192686	plus	11		
61621	Rhinopithecus bieti	108513288	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_016813861.1	2320535	2336681	plus	3		
321398	Lepidothrix coronata	108493228	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_016690195.1	2592293	2612580	minus	10		
42514	Pygocentrus nattereri	108434876	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		2	NC_051212.1	19239348	19250928	minus	11		
42514	Pygocentrus nattereri	108424610	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		21	NC_051231.1	13432906	13448809	minus	14		
9974	Manis javanica	108404265	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_023436117.1	5324082	5335448	plus	12		
9974	Manis javanica	108400107	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_023435914.1	19710359	19724562	minus	3		
9974	Manis javanica	108392886	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		Un	NW_023435936.1	1409237	1414079	minus	2		
9974	Manis javanica	108390113	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_023436166.1	20315412	20350271	minus	12		
37003	Kryptolebias marmoratus	108251199	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		LG4	NC_051433.1	28471293	28473955	plus	2		
37003	Kryptolebias marmoratus	108242846	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		LG7	NC_051436.1	4207284	4223317	plus	11		
1608454	Sinocyclocheilus anshuiensis	107702055	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1-like		Un	NW_015547653.1	332297	367485	minus	13		
75366	Sinocyclocheilus grahami	107597713	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015505414.1	1122485	1128309	minus	3		
75366	Sinocyclocheilus grahami	107595283	0	live	wrap53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_015505379.1	656428	672221	minus	12		
291302	Miniopterus natalensis	107544571	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_015504925.1	419114	432702	plus	11		
291302	Miniopterus natalensis	107530981	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015504370.1	2369519	2383592	plus	3		
291302	Miniopterus natalensis	107526144	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_015504263.1	2768217	2782993	minus	8		
9407	Rousettus aegyptiacus	107515687	0	live	WRAP53	HJG63_020703	WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_023416309.1	73368360	73376091	minus	11		
9407	Rousettus aegyptiacus	107512222	0	live	RRM2B	HJG63_017003	ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_023416290.1	35250035	35278749	minus	10		
9407	Rousettus aegyptiacus	107503877	0	live	PERP	HJG63_015145	p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_023416284.1	165396788	165411612	minus	3		
9407	Rousettus aegyptiacus	107498282	0	live	TP53RK	HJG63_019730	TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		Un	NW_023416287.1	9966421	9969495	plus	2		
93934	Coturnix japonica	107323004	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		20	NC_029535.1	4904012	4905035	minus	2		
93934	Coturnix japonica	107311678	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		3	NC_029518.1	49293291	49303495	plus	3		
93934	Coturnix japonica	107310462	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		2	NC_029517.1	117703174	117714222	plus	10		
93934	Coturnix japonica	107306988	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_015439870.1	167970	174093	plus	5		
103944	Protobothrops mucrosquamatus	107299941	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_015391592.1	13666	24159	minus	6		
103944	Protobothrops mucrosquamatus	107287819	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_015386763.1	126759	137950	minus	8		
9157	Parus major	107213175	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		20	NC_031788.1	6133558	6135187	minus	2		
9157	Parus major	107199938	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		2	NC_031769.1	130832935	130850419	minus	10		
9994	Marmota marmota marmota	107158006	0	live	Wrap53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_025999896.1	948978	965912	plus	10		
9994	Marmota marmota marmota	107142842	0	live	Rrm2b		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_025999949.1	3899656	3940070	minus	12		
9994	Marmota marmota marmota	107136840	0	live	Tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		Un	NW_026000026.1	5096350	5102455	minus	4		
146911	Gekko japonicus	107124672	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_015161420.1	390697	407505	plus	9		
146911	Gekko japonicus	107122067	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015174932.1	9417	19902	plus	3		
146911	Gekko japonicus	107119817	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_015173155.1	536429	559280	minus	11		
28743	Cyprinodon variegatus	107099921	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015151372.1	62235	74361	plus	3		
28743	Cyprinodon variegatus	107084107	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_015150545.1	840211	873234	plus	12		
32536	Acinonyx jubatus	106982024	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		B2	NC_069385.1	27289949	27305756	plus	4		
32536	Acinonyx jubatus	106980049	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		F2	NC_069394.1	35002293	35038451	plus	9		
32536	Acinonyx jubatus	106972504	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		E1	NC_069397.1	2415815	2428431	plus	10		
32536	Acinonyx jubatus	106968985	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		A3	NC_069388.1	13948895	13951318	plus	2		
48699	Poecilia latipinna	106963054	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_015114106.1	71698	86663	plus	11		
48699	Poecilia latipinna	106957381	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015113514.1	22236	33040	plus	3		
48701	Poecilia mexicana	106932012	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		Un	NW_015095955.1	76227	91184	plus	11		
48701	Poecilia mexicana	106927533	0	live	perp		p53 apoptosis effector related to pmp22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015095465.1	16260	25953	plus	3		
198806	Calidris pugnax	106902043	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_015094509.1	11108670	11122448	minus	9		
198806	Calidris pugnax	106898525	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_015091219.1	190909	203890	minus	3		
9172	Sturnus vulgaris	106863818	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_014650950.1	65693	71678	minus	12		
9172	Sturnus vulgaris	106855287	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_014650573.1	12262	31949	plus	9		
9793	Equus asinus	106847629	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		15	NC_052191.1	35752072	35754656	minus	2		
9793	Equus asinus	106846051	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		21	NC_052197.1	8635249	8649036	minus	3		
9793	Equus asinus	106844217	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		13	NC_052189.1	14144518	14157415	minus	11		
9793	Equus asinus	106823043	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		12	NC_052188.1	60596244	60634983	plus	11		
8496	Alligator mississippiensis	106737166	0	live	RRM2B	Y1Q_0017994	ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		3	NC_081826.1	37276984	37307080	plus	9		
35019	Thamnophis sirtalis	106550808	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_013659270.1	175707	186341	plus	7		
35019	Thamnophis sirtalis	106547664	0	live	PERP		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_013658710.1	414663	435398	minus	3		
52670	Austrofundulus limnaeus	106532374	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1-like		Un	NW_013953160.1	104081	109699	plus	6		
202946	Apteryx mantelli mantelli	106483902	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_013990312.1	4378433	4392996	minus	8		
8845	Anser cygnoides	106040901	0	live	TP53RK		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		Un	NW_025927725.1	907323	908445	minus	2		
8845	Anser cygnoides	106035272	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_025927707.1	3802359	3819189	plus	9		
10020	Dipodomys ordii	105993603	0	live	Perp		p53 apoptosis effector related to PMP22	p53 apoptosis effector related to PMP-22|PERP, TP53 apoptosis effector		Un	NW_012267313.1	9829318	9841907	minus	3		
10020	Dipodomys ordii	105983538	0	live	Wrap53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		Un	NW_012267235.1	11762125	11784272	minus	10		
10020	Dipodomys ordii	105982864	0	live	Rrm2b		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		Un	NW_012267233.1	9431823	9459780	plus	11		
8078	Fundulus heteroclitus	105925066	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK|Serine/threonine kinase		Un	NW_023397452.1	11354	26555	plus	2		
7950	Clupea harengus	105907689	0	live	rrm2b		ribonucleotide reductase M2 b	ribonucleoside-diphosphate reductase subunit M2 B|ribonucleotide reductase regulatory TP53 inducible subunit M2B		19	NC_045170.1	25456602	25460531	plus	9		
7950	Clupea harengus	105903149	0	live	wrap53		WD repeat containing, antisense to TP53	telomerase Cajal body protein 1		18	NC_045169.1	17945192	17963012	plus	11		
7950	Clupea harengus	105897870	0	live	tp53rk		TP53 regulating kinase	EKC/KEOPS complex subunit TP53RK		5	NC_045156.1	21113264	21114535	minus	2		
30608	Microcebus murinus	105882174	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		9	NC_033668.1	52998950	53066916	minus	16		
30608	Microcebus murinus	105877476	0	live	WRAP53		WD repeat containing antisense to TP53	telomerase Cajal body protein 1		16	NC_033675.1	55357018	55371697	minus	10		
